日期,股票,数量,持仓,收盘价,收益
2015-04-22,南方中证500ETF(510500.XSHG),2800,23380,8.35,7196.39
2015-04-22,Cash,,74523.54,,
2015-04-23,南方中证500ETF(510500.XSHG),2900,24368.7,8.403,7344.96
2015-04-23,Cash,,73678.41,,
2015-04-24,南方中证500ETF(510500.XSHG),3000,25296,8.432,7428.52
2015-04-24,Cash,,72829.67,,
2015-04-27,南方中证500ETF(510500.XSHG),3100,26424.4,8.524,7706.27
2015-04-27,Cash,,71974.02,,
2015-04-28,南方中证500ETF(510500.XSHG),3200,26460.8,8.269,6918.56
2015-04-28,Cash,,71144.91,,
2015-04-29,南方中证500ETF(510500.XSHG),3300,27881.7,8.449,7493.72
2015-04-29,Cash,,70294.17,,
2015-04-30,南方中证500ETF(510500.XSHG),3400,28910.2,8.503,7667.67
2015-04-30,Cash,,69434.62,,
2015-05-04,南方中证500ETF(510500.XSHG),3500,29963.5,8.561,7864.92
2015-05-04,Cash,,68573.57,,
2015-05-05,南方中证500ETF(510500.XSHG),3600,29664,8.24,6740.01
2015-05-05,Cash,,67743.16,,
2015-05-06,南方中证500ETF(510500.XSHG),3600,29156.4,8.099,6232.41
2015-05-06,Cash,,67743.16,,
2015-05-07,南方中证500ETF(510500.XSHG),3700,29337.3,7.929,5617.33
2015-05-07,Cash,,66942.18,,
2015-05-08,南方中证500ETF(510500.XSHG),3700,30636,8.28,6916.03
2015-05-08,Cash,,66942.18,,
2015-05-11,南方中证500ETF(510500.XSHG),3800,33113.2,8.714,8531.27
2015-05-11,Cash,,66075.22,,
2015-05-12,南方中证500ETF(510500.XSHG),3900,34382.4,8.816,8916.38
2015-05-12,Cash,,65186.13,,
2015-05-13,南方中证500ETF(510500.XSHG),4000,35588,8.897,9235.89
2015-05-13,Cash,,64295.04,,
2015-05-14,南方中证500ETF(510500.XSHG),4100,36334.2,8.862,9096.8
2015-05-14,Cash,,63404.75,,
2015-05-15,南方中证500ETF(510500.XSHG),4200,37010.4,8.812,8886.21
2015-05-15,Cash,,62512.96,,
2015-05-18,南方中证500ETF(510500.XSHG),4300,38609.7,8.979,9588.31
2015-05-18,Cash,,61610.76,,
2015-05-19,南方中证500ETF(510500.XSHG),4400,40510.8,9.207,10568.38
2015-05-19,Cash,,60684.73,,
2015-05-20,南方中证500ETF(510500.XSHG),4500,42133.5,9.363,11236.01
2015-05-20,Cash,,59724.66,,
2015-05-21,南方中证500ETF(510500.XSHG),4600,45024.8,9.788,13167.33
2015-05-21,Cash,,58759.68,,
2015-05-22,南方中证500ETF(510500.XSHG),4700,46628.7,9.921,13788.12
2015-05-22,Cash,,57771.57,,
2015-05-25,南方中证500ETF(510500.XSHG),4700,47474.7,10.101,14634.12
2015-05-25,Cash,,57771.57,,
2015-05-26,南方中证500ETF(510500.XSHG),4700,49364.1,10.503,16523.52
2015-05-26,Cash,,57771.57,,
2015-05-27,南方中证500ETF(510500.XSHG),4700,49909.3,10.619,17068.72
2015-05-27,Cash,,57771.57,,
2015-05-28,南方中证500ETF(510500.XSHG),4700,46685.1,9.933,13844.52
2015-05-28,Cash,,57771.57,,
2015-05-29,南方中证500ETF(510500.XSHG),2700,27367.2,10.136,8501.34
2015-05-29,Cash,,77741.97,,
2015-06-01,南方中证500ETF(510500.XSHG),2700,29100.6,10.778,10234.74
2015-06-01,Cash,,77741.97,,
2015-06-02,南方中证500ETF(510500.XSHG),2700,29872.8,11.064,11006.94
2015-06-02,Cash,,77741.97,,
2015-06-03,南方中证500ETF(510500.XSHG),2700,29670.3,10.989,10804.44
2015-06-03,Cash,,77741.97,,
2015-06-04,南方中证500ETF(510500.XSHG),2700,29727,11.01,10861.14
2015-06-04,Cash,,77741.97,,
2015-06-05,南方中证500ETF(510500.XSHG),2700,30423.6,11.268,11557.74
2015-06-05,Cash,,77741.97,,
2015-06-08,南方中证500ETF(510500.XSHG),2700,29813.4,11.042,10947.54
2015-06-08,Cash,,77741.97,,
2015-06-09,南方中证500ETF(510500.XSHG),1200,13326,11.105,4941.17
2015-06-09,Cash,,94201.72,,
2015-06-10,南方中证500ETF(510500.XSHG),1200,13548,11.29,5163.17
2015-06-10,Cash,,94201.72,,
2015-06-11,南方中证500ETF(510500.XSHG),1200,13800,11.5,5415.17
2015-06-11,Cash,,94201.72,,
2015-06-12,南方中证500ETF(510500.XSHG),1200,14040,11.7,5655.17
2015-06-12,Cash,,94201.72,,
2015-06-15,南方中证500ETF(510500.XSHG),1200,13720.8,11.434,5335.97
2015-06-15,Cash,,94201.72,,
2015-06-16,南方中证500ETF(510500.XSHG),600,6591,10.985,2398.59
2015-06-16,Cash,,100789.22,,
2015-06-17,南方中证500ETF(510500.XSHG),600,6738,11.23,2545.59
2015-06-17,Cash,,100789.22,,
2015-06-18,南方中证500ETF(510500.XSHG),600,6506.4,10.844,2313.99
2015-06-18,Cash,,100789.22,,
2015-06-19,南方中证500ETF(510500.XSHG),600,6084.6,10.141,1892.19
2015-06-19,Cash,,100789.22,,
2015-06-23,南方中证500ETF(510500.XSHG),700,7097.3,10.139,1914.47
2015-06-23,Cash,,99793.8,,
2015-06-24,南方中证500ETF(510500.XSHG),700,7208.6,10.298,2025.77
2015-06-24,Cash,,99793.8,,
2015-06-25,南方中证500ETF(510500.XSHG),700,6983.9,9.977,1801.07
2015-06-25,Cash,,99793.8,,
2015-06-26,南方中证500ETF(510500.XSHG),800,7183.2,8.979,1101.37
2015-06-26,Cash,,98889.8,,
2015-06-29,南方中证500ETF(510500.XSHG),900,7608.6,8.454,662.21
2015-06-29,Cash,,98020.24,,
2015-06-30,南方中证500ETF(510500.XSHG),900,8185.5,9.095,1239.11
2015-06-30,Cash,,98020.24,,
2015-07-01,南方中证500ETF(510500.XSHG),1000,8362,8.362,538.93
2015-07-01,Cash,,97138.56,,
2015-07-02,南方中证500ETF(510500.XSHG),1100,8800,8,187.96
2015-07-02,Cash,,96344.59,,
2015-07-03,南方中证500ETF(510500.XSHG),1200,8890.8,7.409,-468.96
2015-07-03,Cash,,95591.87,,
2015-07-06,南方中证500ETF(510500.XSHG),1300,9631.7,7.409,-430.02
2015-07-06,Cash,,94884.91,,
2015-07-07,南方中证500ETF(510500.XSHG),1400,9563.4,6.831,-1179.16
2015-07-07,Cash,,94199.07,,
2015-07-08,南方中证500ETF(510500.XSHG),1500,9222,6.148,-2136.12
2015-07-08,Cash,,93578.51,,
2015-07-09,南方中证500ETF(510500.XSHG),1500,10144.5,6.763,-1213.62
2015-07-09,Cash,,93578.51,,
2015-07-10,南方中证500ETF(510500.XSHG),1500,11158.5,7.439,-199.62
2015-07-10,Cash,,93578.51,,
2015-07-13,南方中证500ETF(510500.XSHG),1600,13092.8,8.183,915.97
2015-07-13,Cash,,92754.8,,
2015-07-14,南方中证500ETF(510500.XSHG),1800,14194.8,7.886,405.99
2015-07-14,Cash,,91132.82,,
2015-07-15,南方中证500ETF(510500.XSHG),2000,14404,7.202,-856.01
2015-07-15,Cash,,89651.62,,
2015-07-16,南方中证500ETF(510500.XSHG),2100,15939,7.59,-79.84
2015-07-16,Cash,,88887.79,,
2015-07-17,南方中证500ETF(510500.XSHG),2200,17769.4,8.077,937.76
2015-07-17,Cash,,88069.99,,
2015-07-20,南方中证500ETF(510500.XSHG),2300,18662.2,8.114,1006.65
2015-07-20,Cash,,87241.08,,
2015-07-21,南方中证500ETF(510500.XSHG),2400,19790.4,8.246,1310.84
2015-07-21,Cash,,86412.07,,
2015-07-22,南方中证500ETF(510500.XSHG),2500,20892.5,8.357,1580.02
2015-07-22,Cash,,85574.15,,
2015-07-23,南方中证500ETF(510500.XSHG),2600,22492.6,8.651,2317.06
2015-07-23,Cash,,84706.09,,
2015-07-24,南方中证500ETF(510500.XSHG),2700,22871.7,8.471,1830.6
2015-07-24,Cash,,83835.53,,
2015-07-27,南方中证500ETF(510500.XSHG),2800,21641.2,7.729,-213.9
2015-07-27,Cash,,83016.53,,
2015-07-28,南方中证500ETF(510500.XSHG),2800,21562.8,7.701,-292.3
2015-07-28,Cash,,83016.53,,
2015-07-29,南方中证500ETF(510500.XSHG),2800,22814.4,8.148,959.3
2015-07-29,Cash,,83016.53,,
2015-07-30,南方中证500ETF(510500.XSHG),2800,21991.2,7.854,136.1
2015-07-30,Cash,,83016.53,,
2015-07-31,南方中证500ETF(510500.XSHG),2900,22527.2,7.768,-104.85
2015-07-31,Cash,,82234.58,,
2015-08-03,南方中证500ETF(510500.XSHG),3000,22521,7.507,-853.16
2015-08-03,Cash,,81487.47,,
2015-08-04,南方中证500ETF(510500.XSHG),3100,24979.8,8.058,813.17
2015-08-04,Cash,,80690,,
2015-08-05,南方中证500ETF(510500.XSHG),3200,25251.2,7.891,276.08
2015-08-05,Cash,,79876.51,,
2015-08-06,南方中证500ETF(510500.XSHG),3300,25878.6,7.842,115.51
2015-08-06,Cash,,79083.54,,
2015-08-07,南方中证500ETF(510500.XSHG),3400,27550.2,8.103,982.62
2015-08-07,Cash,,78274.05,,
2015-08-10,南方中证500ETF(510500.XSHG),3500,29946,8.556,2524.37
2015-08-10,Cash,,77415,,
2015-08-11,南方中证500ETF(510500.XSHG),3600,30693.6,8.526,2412.71
2015-08-11,Cash,,76550.74,,
2015-08-12,南方中证500ETF(510500.XSHG),3800,31866.8,8.386,1896.63
2015-08-12,Cash,,74851.46,,
2015-08-13,南方中证500ETF(510500.XSHG),3900,33508.8,8.592,2687.98
2015-08-13,Cash,,73995.81,,
2015-08-14,南方中证500ETF(510500.XSHG),4000,34696,8.674,3000.31
2015-08-14,Cash,,73115.94,,
2015-08-17,南方中证500ETF(510500.XSHG),4100,36572,8.92,3990.22
2015-08-17,Cash,,72224.85,,
2015-08-18,南方中证500ETF(510500.XSHG),4200,34267.8,8.159,854.9
2015-08-18,Cash,,71388.73,,
2015-08-19,南方中证500ETF(510500.XSHG),4200,35422.8,8.434,2009.9
2015-08-19,Cash,,71388.73,,
2015-08-20,南方中证500ETF(510500.XSHG),4300,34847.2,8.104,606.68
2015-08-20,Cash,,70556.11,,
2015-08-21,南方中证500ETF(510500.XSHG),4400,33871.2,7.698,-1157.79
2015-08-21,Cash,,69762.64,,
2015-08-24,南方中证500ETF(510500.XSHG),4500,31176,6.928,-4546.64
2015-08-24,Cash,,69063.99,,
2015-08-25,南方中证500ETF(510500.XSHG),4600,28681,6.235,-7665.91
2015-08-25,Cash,,68434.72,,
2015-08-26,南方中证500ETF(510500.XSHG),4600,28685.6,6.236,-7661.31
2015-08-26,Cash,,68434.72,,
2015-08-27,南方中证500ETF(510500.XSHG),4600,29900,6.5,-6446.91
2015-08-27,Cash,,68434.72,,
2015-08-28,南方中证500ETF(510500.XSHG),4700,32387.7,6.891,-4643.05
2015-08-28,Cash,,67745.88,,
2015-08-31,南方中证500ETF(510500.XSHG),4900,32442.9,6.621,-5925.49
2015-08-31,Cash,,66398.24,,
2015-09-01,南方中证500ETF(510500.XSHG),5000,30830,6.166,-8162.76
2015-09-01,Cash,,65768.87,,
2015-09-02,南方中证500ETF(510500.XSHG),5100,30656.1,6.011,-8947.41
2015-09-02,Cash,,65153.12,,
2015-09-07,南方中证500ETF(510500.XSHG),5100,31405.8,6.158,-8197.71
2015-09-07,Cash,,65153.12,,
2015-09-08,南方中证500ETF(510500.XSHG),5200,33774,6.495,-6469.3
2015-09-08,Cash,,64508.33,,
2015-09-09,南方中证500ETF(510500.XSHG),5300,35414.6,6.682,-5486.51
2015-09-09,Cash,,63845.52,,
2015-09-10,南方中证500ETF(510500.XSHG),5500,35799.5,6.509,-6423.23
2015-09-10,Cash,,62513.9,,
2015-09-11,南方中证500ETF(510500.XSHG),5600,36730.4,6.559,-6149.14
2015-09-11,Cash,,61852.09,,
2015-09-14,南方中证500ETF(510500.XSHG),5700,34188.6,5.998,-9282.67
2015-09-14,Cash,,61255.36,,
2015-09-15,南方中证500ETF(510500.XSHG),5800,33065.8,5.701,-10981.58
2015-09-15,Cash,,60674.25,,
2015-09-16,南方中证500ETF(510500.XSHG),5800,35907.8,6.191,-8139.58
2015-09-16,Cash,,60674.25,,
2015-09-17,南方中证500ETF(510500.XSHG),5900,35659.6,6.044,-9016.55
2015-09-17,Cash,,60040.48,,
2015-09-18,南方中证500ETF(510500.XSHG),5900,36137.5,6.125,-8538.65
2015-09-18,Cash,,60040.48,,
2015-09-21,南方中证500ETF(510500.XSHG),6000,38358,6.393,-6948.92
2015-09-21,Cash,,59404.71,,
2015-09-22,南方中证500ETF(510500.XSHG),6100,38832.6,6.366,-7120.91
2015-09-22,Cash,,58753.12,,
2015-09-23,南方中证500ETF(510500.XSHG),6200,38886.4,6.272,-7700.09
2015-09-23,Cash,,58115.14,,
2015-09-24,南方中证500ETF(510500.XSHG),6300,40061.7,6.359,-7157.07
2015-09-24,Cash,,57477.86,,
2015-09-25,南方中证500ETF(510500.XSHG),6400,39168,6.12,-8669.53
2015-09-25,Cash,,56854.1,,
2015-09-28,南方中证500ETF(510500.XSHG),6400,40262.4,6.291,-7575.13
2015-09-28,Cash,,56854.1,,
2015-09-29,南方中证500ETF(510500.XSHG),6400,39840,6.225,-7997.53
2015-09-29,Cash,,56854.1,,
2015-09-30,南方中证500ETF(510500.XSHG),6400,39878.4,6.231,-7959.13
2015-09-30,Cash,,56854.1,,
2015-10-08,南方中证500ETF(510500.XSHG),6500,42178.5,6.489,-6304.72
2015-10-08,Cash,,56203.41,,
2015-10-09,南方中证500ETF(510500.XSHG),6600,43329,6.565,-5810.83
2015-10-09,Cash,,55541.8,,
2015-10-12,南方中证500ETF(510500.XSHG),6700,45881.6,6.848,-3941.97
2015-10-12,Cash,,54853.06,,
2015-10-13,南方中证500ETF(510500.XSHG),6800,46988,6.91,-3525.32
2015-10-13,Cash,,54158.31,,
2015-10-14,南方中证500ETF(510500.XSHG),6900,47278.8,6.852,-3920.56
2015-10-14,Cash,,53467.27,,
2015-10-15,南方中证500ETF(510500.XSHG),7000,49749,7.107,-2156.23
2015-10-15,Cash,,52756.4,,
2015-10-16,南方中证500ETF(510500.XSHG),7100,50970.9,7.179,-1648.31
2015-10-16,Cash,,52037.42,,
2015-10-19,南方中证500ETF(510500.XSHG),7200,51984,7.22,-1350.19
2015-10-19,Cash,,51317.44,,
2015-10-20,南方中证500ETF(510500.XSHG),7300,53224.3,7.291,-833.88
2015-10-20,Cash,,50588.45,,
2015-10-21,南方中证500ETF(510500.XSHG),7600,52196.8,6.868,-3942.93
2015-10-21,Cash,,48501.9,,
2015-10-22,南方中证500ETF(510500.XSHG),7600,54036,7.11,-2103.73
2015-10-22,Cash,,48501.9,,
2015-10-23,南方中证500ETF(510500.XSHG),7700,56210,7.3,-656.22
2015-10-23,Cash,,47770.41,,
2015-10-26,南方中证500ETF(510500.XSHG),7800,56908.8,7.296,-682.71
2015-10-26,Cash,,47040.12,,
2015-10-27,南方中证500ETF(510500.XSHG),7900,58151.9,7.361,-172.51
2015-10-27,Cash,,46302.22,,
2015-10-28,南方中证500ETF(510500.XSHG),8100,57963.6,7.156,-1806.79
2015-10-28,Cash,,44846.24,,
2015-10-29,南方中证500ETF(510500.XSHG),8200,59335.2,7.236,-1164.29
2015-10-29,Cash,,44112.14,,
2015-10-30,南方中证500ETF(510500.XSHG),8300,60009,7.23,-1221.59
2015-10-30,Cash,,43376.04,,
2015-11-02,南方中证500ETF(510500.XSHG),8400,59505.6,7.084,-2437.87
2015-11-02,Cash,,42658.16,,
2015-11-03,南方中证500ETF(510500.XSHG),8400,59220,7.05,-2723.47
2015-11-03,Cash,,42658.16,,
2015-11-04,南方中证500ETF(510500.XSHG),8500,63852,7.512,1163.72
2015-11-04,Cash,,41908.35,,
2015-11-05,南方中证500ETF(510500.XSHG),8600,64414,7.49,977.8
2015-11-05,Cash,,41155.43,,
2015-11-06,南方中证500ETF(510500.XSHG),8700,66755.1,7.673,2551.56
2015-11-06,Cash,,40383.09,,
2015-11-09,南方中证500ETF(510500.XSHG),8800,68314.4,7.763,3330
2015-11-09,Cash,,39597.23,,
2015-11-10,南方中证500ETF(510500.XSHG),8900,69135.2,7.768,3372.34
2015-11-10,Cash,,38813.77,,
2015-11-11,南方中证500ETF(510500.XSHG),9000,71298,7.922,4744.47
2015-11-11,Cash,,38018.1,,
2015-11-12,南方中证500ETF(510500.XSHG),9100,72308.6,7.946,4959.89
2015-11-12,Cash,,37217.92,,
2015-11-13,南方中证500ETF(510500.XSHG),9300,72381.9,7.783,3460.85
2015-11-13,Cash,,35635.58,,
2015-11-16,南方中证500ETF(510500.XSHG),9400,75002.6,7.979,5288.98
2015-11-16,Cash,,34838.01,,
2015-11-17,南方中证500ETF(510500.XSHG),9600,75350.4,7.849,4057.24
2015-11-17,Cash,,33248.47,,
2015-11-18,南方中证500ETF(510500.XSHG),9600,74198.4,7.729,2905.24
2015-11-18,Cash,,33248.47,,
2015-11-19,南方中证500ETF(510500.XSHG),9700,77396.3,7.979,5312.27
2015-11-19,Cash,,32452.6,,
2015-11-20,南方中证500ETF(510500.XSHG),9800,78870.4,8.048,5982.48
2015-11-20,Cash,,31643.71,,
2015-11-23,南方中证500ETF(510500.XSHG),9900,78804,7.96,5113.39
2015-11-23,Cash,,30836.02,,
2015-11-24,南方中证500ETF(510500.XSHG),10000,80550,8.055,6060.91
2015-11-24,Cash,,30032.54,,
2015-11-25,南方中证500ETF(510500.XSHG),10100,82486.7,8.167,7183.61
2015-11-25,Cash,,29213.54,,
2015-11-26,南方中证500ETF(510500.XSHG),10200,82538.4,8.092,6423.11
2015-11-26,Cash,,28396.34,,
2015-11-27,南方中证500ETF(510500.XSHG),10600,80644.8,7.608,1428.51
2015-11-27,Cash,,25290.34,,
2015-11-30,南方中证500ETF(510500.XSHG),10600,80570.6,7.601,1354.31
2015-11-30,Cash,,25290.34,,
2015-12-01,南方中证500ETF(510500.XSHG),10600,81100.6,7.651,1884.31
2015-12-01,Cash,,25290.34,,
2015-12-02,南方中证500ETF(510500.XSHG),10600,81132.4,7.654,1916.11
2015-12-02,Cash,,25290.34,,
2015-12-03,南方中证500ETF(510500.XSHG),10700,83299.5,7.785,3307.96
2015-12-03,Cash,,24510.09,,
2015-12-04,南方中证500ETF(510500.XSHG),10900,83766.5,7.685,2233.66
2015-12-04,Cash,,22958.79,,
2015-12-07,南方中证500ETF(510500.XSHG),11000,85954,7.814,3642.7
2015-12-07,Cash,,22175.33,,
2015-12-08,南方中证500ETF(510500.XSHG),11200,85411.2,7.626,1573.42
2015-12-08,Cash,,20643.85,,
2015-12-09,南方中证500ETF(510500.XSHG),11300,85495.8,7.566,902.29
2015-12-09,Cash,,19883.12,,
2015-12-10,南方中证500ETF(510500.XSHG),11300,85190.7,7.539,597.19
2015-12-10,Cash,,19883.12,,
2015-12-11,南方中证500ETF(510500.XSHG),11300,84625.7,7.489,32.19
2015-12-11,Cash,,19883.12,,
2015-12-14,南方中证500ETF(510500.XSHG),11400,87267,7.655,1909.65
2015-12-14,Cash,,19114.28,,
2015-12-15,南方中证500ETF(510500.XSHG),11500,88297,7.678,2166.4
2015-12-15,Cash,,18336.03,,
2015-12-16,南方中证500ETF(510500.XSHG),11600,89784,7.74,2876.15
2015-12-16,Cash,,17553.78,,
2015-12-17,南方中证500ETF(510500.XSHG),11700,93178.8,7.964,5477.88
2015-12-17,Cash,,16755.71,,
2015-12-18,南方中证500ETF(510500.XSHG),11800,93361.6,7.912,4866.7
2015-12-18,Cash,,15956.73,,
2015-12-21,南方中证500ETF(510500.XSHG),11900,95473.7,8.023,6178.12
2015-12-21,Cash,,15151.05,,
2015-12-22,南方中证500ETF(510500.XSHG),12000,97128,8.094,7024.93
2015-12-22,Cash,,14338.56,,
2015-12-23,南方中证500ETF(510500.XSHG),12100,96654.8,7.988,5742.64
2015-12-23,Cash,,13524.47,,
2015-12-24,南方中证500ETF(510500.XSHG),12100,96679,7.99,5766.84
2015-12-24,Cash,,13524.47,,
2015-12-25,南方中证500ETF(510500.XSHG),12100,97102.5,8.025,6190.34
2015-12-25,Cash,,13524.47,,
2015-12-28,南方中证500ETF(510500.XSHG),12200,95550.4,7.832,3846.27
2015-12-28,Cash,,12727.5,,
2015-12-29,南方中证500ETF(510500.XSHG),12200,96563,7.915,4858.87
2015-12-29,Cash,,12727.5,,
2015-12-30,南方中证500ETF(510500.XSHG),12300,98104.8,7.976,5602.79
2015-12-30,Cash,,11924.62,,
2015-12-31,南方中证500ETF(510500.XSHG),12300,96407.4,7.838,3905.39
2015-12-31,Cash,,11924.62,,
2016-01-04,南方中证500ETF(510500.XSHG),13300,95653.6,7.192,-4037.21
2016-01-04,Cash,,4730.82,,
2016-01-05,南方中证500ETF(510500.XSHG),13600,96859.2,7.122,-4934.49
2016-01-05,Cash,,2622.94,,
2016-01-06,南方中证500ETF(510500.XSHG),13600,98899.2,7.272,-2894.49
2016-01-06,Cash,,2622.94,,
2016-01-07,南方中证500ETF(510500.XSHG),13900,92045.8,6.622,-11741.45
2016-01-07,Cash,,624.38,,
2016-01-08,南方中证500ETF(510500.XSHG),13900,93866.7,6.753,-9920.55
2016-01-08,Cash,,624.38,,
2016-01-11,南方中证500ETF(510500.XSHG),13900,87834.1,6.319,-15953.15
2016-01-11,Cash,,624.38,,
2016-01-12,南方中证500ETF(510500.XSHG),13900,87695.1,6.309,-16092.15
2016-01-12,Cash,,624.38,,
2016-01-13,南方中证500ETF(510500.XSHG),14000,85582,6.113,-18829.92
2016-01-13,Cash,,-5.29,,
2016-01-14,南方中证500ETF(510500.XSHG),14000,88452,6.318,-15959.92
2016-01-14,Cash,,-5.29,,
2016-01-15,南方中证500ETF(510500.XSHG),14000,85050,6.075,-19361.92
2016-01-15,Cash,,-5.29,,
2016-01-18,南方中证500ETF(510500.XSHG),14000,86268,6.162,-18143.92
2016-01-18,Cash,,-5.29,,
2016-01-19,南方中证500ETF(510500.XSHG),14000,89026,6.359,-15385.92
2016-01-19,Cash,,-5.29,,
2016-01-20,南方中证500ETF(510500.XSHG),14000,88298,6.307,-16113.92
2016-01-20,Cash,,-5.29,,
2016-01-21,南方中证500ETF(510500.XSHG),14000,85260,6.09,-19151.92
2016-01-21,Cash,,-5.29,,
2016-01-22,南方中证500ETF(510500.XSHG),14000,86380,6.17,-18031.92
2016-01-22,Cash,,-5.29,,
2016-01-25,南方中证500ETF(510500.XSHG),14000,87024,6.216,-17387.92
2016-01-25,Cash,,-5.29,,
2016-01-26,南方中证500ETF(510500.XSHG),14000,81662,5.833,-22749.92
2016-01-26,Cash,,-5.29,,
2016-01-27,南方中证500ETF(510500.XSHG),14000,79660,5.69,-24751.92
2016-01-27,Cash,,-5.29,,
2016-01-28,南方中证500ETF(510500.XSHG),14000,76328,5.452,-28083.92
2016-01-28,Cash,,-5.29,,
2016-01-29,南方中证500ETF(510500.XSHG),14000,79002,5.643,-25409.92
2016-01-29,Cash,,-5.29,,
2016-02-01,南方中证500ETF(510500.XSHG),14000,78120,5.58,-26291.92
2016-02-01,Cash,,-5.29,,
2016-02-02,南方中证500ETF(510500.XSHG),14000,80878,5.777,-23533.92
2016-02-02,Cash,,-5.29,,
2016-02-03,南方中证500ETF(510500.XSHG),14000,81298,5.807,-23113.92
2016-02-03,Cash,,-5.29,,
2016-02-04,南方中证500ETF(510500.XSHG),14000,82656,5.904,-21755.92
2016-02-04,Cash,,-5.29,,
2016-02-05,南方中证500ETF(510500.XSHG),14000,82082,5.863,-22329.92
2016-02-05,Cash,,-5.29,,
2016-02-15,南方中证500ETF(510500.XSHG),14000,82208,5.872,-22203.92
2016-02-15,Cash,,-5.29,,
2016-02-16,南方中证500ETF(510500.XSHG),14000,85596,6.114,-18815.92
2016-02-16,Cash,,-5.29,,
2016-02-17,南方中证500ETF(510500.XSHG),14000,86436,6.174,-17975.92
2016-02-17,Cash,,-5.29,,
2016-02-18,南方中证500ETF(510500.XSHG),14000,86016,6.144,-18395.92
2016-02-18,Cash,,-5.29,,
2016-02-19,南方中证500ETF(510500.XSHG),14000,86352,6.168,-18059.92
2016-02-19,Cash,,-5.29,,
2016-02-22,南方中证500ETF(510500.XSHG),14000,88256,6.304,-16155.92
2016-02-22,Cash,,-5.29,,
2016-02-23,南方中证500ETF(510500.XSHG),14000,87822,6.273,-16589.92
2016-02-23,Cash,,-5.29,,
2016-02-24,南方中证500ETF(510500.XSHG),14000,88242,6.303,-16169.92
2016-02-24,Cash,,-5.29,,
2016-02-25,南方中证500ETF(510500.XSHG),14000,81046,5.789,-23365.92
2016-02-25,Cash,,-5.29,,
2016-02-26,南方中证500ETF(510500.XSHG),14000,81774,5.841,-22637.92
2016-02-26,Cash,,-5.29,,
2016-02-29,南方中证500ETF(510500.XSHG),14000,76720,5.48,-27691.92
2016-02-29,Cash,,-5.29,,
2016-03-01,南方中证500ETF(510500.XSHG),14000,78988,5.642,-25423.92
2016-03-01,Cash,,-5.29,,
2016-03-02,南方中证500ETF(510500.XSHG),14000,83300,5.95,-21111.92
2016-03-02,Cash,,-5.29,,
2016-03-03,南方中证500ETF(510500.XSHG),14000,83230,5.945,-21181.92
2016-03-03,Cash,,-5.29,,
2016-03-04,南方中证500ETF(510500.XSHG),14000,80766,5.769,-23645.92
2016-03-04,Cash,,-5.29,,
2016-03-07,南方中证500ETF(510500.XSHG),14000,83048,5.932,-21363.92
2016-03-07,Cash,,-5.29,,
2016-03-08,南方中证500ETF(510500.XSHG),14000,83552,5.968,-20859.92
2016-03-08,Cash,,-5.29,,
2016-03-09,南方中证500ETF(510500.XSHG),14000,81228,5.802,-23183.92
2016-03-09,Cash,,-5.29,,
2016-03-10,南方中证500ETF(510500.XSHG),14000,79772,5.698,-24639.92
2016-03-10,Cash,,-5.29,,
2016-03-11,南方中证500ETF(510500.XSHG),14000,79758,5.697,-24653.92
2016-03-11,Cash,,-5.29,,
2016-03-14,南方中证500ETF(510500.XSHG),14000,82796,5.914,-21615.92
2016-03-14,Cash,,-5.29,,
2016-03-15,南方中证500ETF(510500.XSHG),14000,81676,5.834,-22735.92
2016-03-15,Cash,,-5.29,,
2016-03-16,南方中证500ETF(510500.XSHG),14000,80780,5.77,-23631.92
2016-03-16,Cash,,-5.29,,
2016-03-17,南方中证500ETF(510500.XSHG),14000,83426,5.959,-20985.92
2016-03-17,Cash,,-5.29,,
2016-03-18,南方中证500ETF(510500.XSHG),14000,86744,6.196,-17667.92
2016-03-18,Cash,,-5.29,,
2016-03-21,南方中证500ETF(510500.XSHG),14000,88522,6.323,-15889.92
2016-03-21,Cash,,-5.29,,
2016-03-22,南方中证500ETF(510500.XSHG),14000,88102,6.293,-16309.92
2016-03-22,Cash,,-5.29,,
2016-03-23,南方中证500ETF(510500.XSHG),14000,88942,6.353,-15469.92
2016-03-23,Cash,,-5.29,,
2016-03-24,南方中证500ETF(510500.XSHG),14000,87164,6.226,-17247.92
2016-03-24,Cash,,-5.29,,
2016-03-25,南方中证500ETF(510500.XSHG),14000,88270,6.305,-16141.92
2016-03-25,Cash,,-5.29,,
2016-03-28,南方中证500ETF(510500.XSHG),14000,87528,6.252,-16883.92
2016-03-28,Cash,,-5.29,,
2016-03-29,南方中证500ETF(510500.XSHG),14000,86016,6.144,-18395.92
2016-03-29,Cash,,-5.29,,
2016-03-30,南方中证500ETF(510500.XSHG),14000,90146,6.439,-14265.92
2016-03-30,Cash,,-5.29,,
2016-03-31,南方中证500ETF(510500.XSHG),14000,89432,6.388,-14979.92
2016-03-31,Cash,,-5.29,,
2016-04-01,南方中证500ETF(510500.XSHG),14000,89138,6.367,-15273.92
2016-04-01,Cash,,-5.29,,
2016-04-05,南方中证500ETF(510500.XSHG),14000,91196,6.514,-13215.92
2016-04-05,Cash,,-5.29,,
2016-04-06,南方中证500ETF(510500.XSHG),14000,91756,6.554,-12655.92
2016-04-06,Cash,,-5.29,,
